"x"
800.422
801.433
805.416
806.42
807.413
808.435
809.429
810.436
814.458
815.442
816.449
817.416
819.427
822.444
823.449
825.411
828.437
829.429
830.45
831.446
834.443
836.449
837.448
839.4
840.443
844.491
845.447
846.447
850.461
851.453
852.443
854.451
856.473
857.474
858.448
859.447
862.459
866.472
867.464
868.463
871.482
872.45
874.438
876.454
878.476
879.483
882.477
883.475
884.467
886.464
888.456
889.465
890.453
892.468
894.47
896.422
898.496
900.505
901.509
902.482
903.482
904.479
905.472
906.461
908.463
909.472
911.476
912.447
914.481
915.492
917.471
918.465
920.491
921.499
922.5
923.489
924.451
926.486
927.499
928.482
929.522
930.483
931.486
933.472
934.475
936.503
937.508
938.489
939.49
940.507
942.496
943.54
944.551
945.533
947.491
948.494
949.489
950.484
952.489
953.501
954.483
955.514
956.514
957.574
958.57
960.502
961.491
962.496
963.504
964.497
965.531
966.538
967.537
969.51
971.573
972.534
974.506
975.514
976.482
977.505
978.518
979.554
980.549
981.525
982.511
983.517
984.508
985.572
986.545
987.527
988.528
990.496
993.564
994.514
995.512
996.516
997.523
998.503
999.528
1000.522
1001.531
1002.5
1004.51
1006.507
1007.551
1009.538
1010.537
1012.514
1014.536
1015.536
1018.501
1020.513
1021.528
1022.53
1024.517
1027.565
1028.599
1030.541
1032.56
1034.528
1035.535
1036.55
1039.546
1040.525
1042.551
1044.537
1048.53
1050.569
1052.538
1054.564
1059.562
1062.552
1065.553
1066.533
1069.575
1070.572
1072.566
1074.55
1076.577
1077.565
1079.557
1080.548
1081.565
1087.574
1088.554
1090.562
1092.553
1093.585
1094.598
1095.592
1098.571
1099.557
1101.563
1105.579
1107.575
1109.568
1110.556
1111.603
1113.594
1115.582
1116.576
1117.57
1119.582
1120.57
1125.586
1126.586
1127.572
1129.586
1131.566
1133.592
1135.591
1136.589
1137.575
1138.573
1139.561
1141.581
1143.577
1147.591
1149.559
1151.574
1154.581
1155.581
1158.583
1160.569
1171.586
1173.563
1176.582
1177.585
1184.572
1196.607
1198.716
1214.623
1217.63
1220.702
1229.58
1234.676
1235.638
1237.627
1239.618
1242.692
1249.669
1251.598
1257.627
1267.681
1269.687
1271.672
1275.644
1279.62
1280.624
1289.671
1297.634
1302.648
1303.629
1307.62
1319.653
1320.676
1324.644
1325.651
1337.698
1339.682
1340.65
1342.667
1347.641
1356.658
1359.688
1364.659
1366.663
1381.702
1459.715
1465.713
1481.721
1487.711
1508.726
1510.736
1530.732
1542.783
1546.798
1552.727
1562.814
1564.8
1568.791
1580.792
1584.805
1585.8
1607.801
1612.819
1629.791
1653.813
1655.824
1677.824
1706.817
1751.863
1833.947
1850.92
1855.942
1867.932
1869.923
2084.03
2104.162
2115.211
2126.171
2137.188
2159.197
2181.185
2208.131
2216.162
2219.113
2303.23
2305.245
2318.233
2321.25
2338.225
2461.343
2568.49
2690.586
2695.606
2705.591
2727.606
2750.663
2958.976
2982.907
