"x"
442.8946
455.0282
461.0502
472.104
477.1063
478.2946
479.094
480.1011
480.274
480.3112
481.0731
482.0314
492.0728
493.0801
494.0846
495.0898
499.1001
500.2794
502.292
506.291
507.0916
507.2945
509.0553
510.0591
511.0828
516.0683
520.9123
521.9147
524.2804
528.2748
528.3105
529.2782
530.2887
532.0416
534.3222
536.8864
537.1952
544.0257
552.2752
552.8596
553.2785
554.2878
555.0324
556.3063
557.3099
558.9662
574.9405
578.8706
581.3113
593.0872
594.0919
594.8453
599.3234
603.1684
604.1705
606.0766
611.1478
614.2711
616.2507
619.14
621.303
631.1423
632.1466
633.1288
634.4106
636.2562
642.2652
642.4884
643.1071
643.2695
644.5042
647.466
652.3256
656.8882
658.2411
660.0967
660.2568
661.0991
664.2501
664.2867
664.4229
665.2539
670.5202
671.5233
672.3885
672.861
673.4837
674.3092
674.4862
679.3125
680.2234
680.322
687.5477
688.2494
688.5505
688.8346
689.2532
692.2805
693.285
697.3596
698.3645
699.5003
700.5048
700.5293
701.5142
702.3039
702.5181
703.3089
703.5199
704.2238
708.2546
708.3874
713.3546
715.5784
716.5272
716.5809
717.5292
718.5398
719.5429
722.5153
723.4986
725.5127
726.304
726.5455
727.5488
728.5281
728.5608
730.3352
735.3368
737.3912
738.5092
742.5414
743.5464
744.5583
745.5604
746.5153
746.5657
747.5013
747.52
748.4176
748.5037
748.5299
749.5317
750.5461
751.5488
752.5603
753.3867
760.5171
762.4207
762.5103
763.5137
764.526
765.5301
766.5413
767.5442
768.5523
770.5704
772.5302
772.5881
773.3533
773.5332
774.5452
775.5489
776.5617
777.4222
777.566
778.4199
778.4802
778.5172
778.5756
779.5182
779.5786
786.5301
787.5336
788.5462
789.5503
790.5457
791.5444
792.5543
793.5595
794.4766
794.5103
794.5739
795.5757
797.6569
804.5302
806.5481
807.5508
808.5124
808.5548
809.4569
809.5196
810.5281
811.5337
812.5427
813.5468
814.5603
815.5567
816.5605
817.4551
817.5675
818.5205
819.5218
822.5411
826.5009
827.5057
832.5127
833.5206
834.5319
834.5799
835.4733
835.5339
836.5058
836.5413
837.5479
838.5598
839.5646
840.5748
841.5736
843.5852
844.5348
844.5897
845.5383
845.5953
846.5514
847.5128
847.553
848.5559
851.5502
852.5023
853.5046
853.5643
853.6091
854.5166
854.6127
856.5142
857.5212
858.5251
859.5323
860.5407
860.5945
861.5524
862.5222
862.5567
862.6106
863.5255
863.5665
863.614
864.5364
864.5731
865.5766
868.4768
870.5506
871.5392
871.5523
871.6177
872.4875
872.5661
872.6206
873.4915
873.5679
874.4878
874.5731
874.6103
875.5794
875.6144
876.5847
876.6264
877.6307
878.5175
878.6054
879.5196
879.6076
880.5316
880.6109
881.5294
881.6418
882.4908
882.5261
882.6452
883.4952
883.5349
883.5924
884.5052
884.5405
884.6025
885.5517
885.6048
886.5197
886.5574
886.6106
887.5265
887.562
887.6152
888.5344
888.5699
888.6255
889.5768
889.6302
890.5559
890.6405
891.5605
891.643
892.5686
892.6221
893.6246
894.4896
894.55
894.5903
894.6305
895.5547
895.6331
896.5068
896.5628
896.6054
897.6079
898.4857
898.5801
899.5848
900.4983
900.5884
900.6244
901.5931
902.5132
902.5989
902.6418
903.5178
903.6036
903.6466
904.528
904.6208
904.6547
905.6254
905.6594
906.6358
907.5338
907.6404
908.6417
909.5508
909.6122
909.6463
910.5199
910.5564
910.6178
911.5243
911.5631
911.6223
912.5367
912.5709
912.6257
913.541
913.5844
914.4619
914.5533
914.5876
914.6425
915.5599
915.6446
916.4713
916.5699
916.6569
917.5763
917.6612
918.4898
918.5495
918.5862
918.6368
918.6666
919.4938
919.5926
919.6409
919.6731
920.5518
920.6001
920.6508
921.5535
921.6548
922.5585
922.5816
922.66
923.5669
924.521
924.5765
925.5247
925.5802
925.6635
926.5155
926.5966
926.6684
927.5213
927.6002
927.679
928.5213
928.6164
929.6176
930.5267
930.5453
930.6337
931.637
932.653
933.5372
933.6562
934.5412
934.6651
935.6704
936.5386
936.6135
938.552
938.6505
939.5615
940.4945
940.5697
941.499
941.5766
942.4904
942.5234
942.5847
943.4947
943.5891
944.4953
944.5969
946.5069
946.585
947.5083
948.5796
949.5833
950.5904
952.6054
956.5454
962.4775
962.5738
963.4814
963.5657
964.5684
965.572
966.5816
968.6014
970.5042
971.5092
972.5152
974.5328
978.5513
979.5597
980.5447
982.5274
984.5608
986.4801
987.4844
988.4872
992.4887
993.4966
994.5006
997.5259
999.543
1008.4635
1008.5467
1009.4674
1009.5507
1010.4698
1019.5107
1020.5129
1021.5288
1022.5304
1023.5355
1024.5365
1024.6057
1025.6077
1026.6133
1027.6173
1028.5966
1030.545
1032.5488
1035.5812
1036.5888
1037.5014
1038.5031
1038.6147
1039.5057
1039.6201
1040.59
1041.5946
1042.6081
1043.6147
1052.6337
1053.6368
1056.57
1056.6255
1057.5689
1058.5767
1059.5802
1060.5846
1061.6484
1062.6601
1063.6621
1064.6678
1068.6223
1075.5533
1080.6609
1082.4806
1098.4502
1116.6021
1117.6047
1151.7099
1152.7152
1179.7412
1180.7415
1207.7693
1235.8019
1249.8206
1261.8167
1262.8234
1263.8309
1264.8392
1382.82
1383.8229
1384.83
1410.85
1411.8556
1412.8584
1492.8205
1493.821
1494.8259
1508.7926
1516.8408
1517.8422
1544.8738
1545.8783
1546.8796
1547.8854
1548.8879
1572.9057
1573.9088
