"x"
1574.9125
1575.9129
1576.9178
1600.9339
1601.9388
1680.85
1695.8975
1696.9026
1708.8824
1817.9591
1818.9638
1819.969
1835.9728
1836.9736
1845.9923
1846.994
1847.9963
1857.9513
1858.9549
1859.959
1860.9636
1864.0041
1865.0017
1873.9283
1874.9311
1875.9345
1876.9337
1885.9835
1886.988
1887.9884
1888.994
1890.0002
1901.9542
1902.9626
1903.9619
1904.9665
2199.0582
2200.059
2215.0372
2216.0341
