"x"
478.2937
480.3094
500.2773
502.2914
524.2779
528.3098
563.3361
578.3469
599.3213
619.2885
621.3032
644.5026
645.4504
647.4665
670.5183
672.387
673.4819
687.5447
690.5088
699.498
700.5289
701.5134
715.5765
716.5238
718.539
722.5129
723.4976
725.5123
726.5448
728.5286
728.5591
734.4987
738.5088
740.5219
742.5389
744.5556
746.5133
747.5002
747.516
748.4167
748.5011
748.5273
749.515
750.4836
750.5451
751.5302
752.5575
760.5146
762.5089
764.523
766.5409
774.5464
776.5582
778.5151
778.5754
779.5622
780.5882
782.4968
786.5306
788.5458
790.5428
792.5547
794.5708
797.6543
800.4965
804.5301
806.5469
808.5126
809.4569
810.5279
812.5418
814.5594
816.4927
818.5172
820.562
828.5289
832.5139
834.5317
835.5349
836.5477
837.5495
838.5601
840.574
841.5697
844.5325
846.5495
857.5198
859.5302
860.5416
861.5501
863.5663
866.5917
872.5654
885.552
886.5551
887.564
888.5693
894.5481
898.5781
900.5915
909.5503
911.5648
1179.739
1235.8034
1261.8189
1263.8323
1382.819
1410.8484
1470.8356
1544.874
1572.9052
1835.9662
1863.9979
